date,Baseline_V7.3,Idea_H_ConvexExit,Idea_I_TLT_Bear,Idea_J_QQQ/IWM,Idea_K_VIX_ScaleUp,Idea_L_DBC_Tilt,Idea_M_Tier1_Size,Ideas_H+I+K,Ideas_H+I+J+K,All_6_combined
2016-12-31,5582829.541951295,4966789.782057545,6139676.355105253,6309387.794574384,6633763.547296527,5556647.516792824,5588159.320870642,6490701.608420044,7338016.948147758,7310107.831734377
2017-01-31,5702693.2841986595,5077774.535326208,6271495.637110217,6446021.616151144,6776190.915621468,5675943.630213631,5708137.493945386,6635738.734246398,7503352.791868825,7474807.60312634
2017-02-28,6271898.863208502,5568236.188923599,6897475.348251783,7097371.459422666,7452546.010617888,6231590.558965582,6277886.47810023,7276683.968475761,8237400.171066309,8191692.227775323
2017-03-31,6157084.176373885,5473069.725545502,6771208.7281710245,6975010.344906954,7316118.151368236,6117563.557919721,6162962.180852831,7152318.504039798,8105397.183042587,8060485.564708823
2017-04-30,6345514.269413674,5645583.106343429,6978433.357278405,7200016.1933244625,7540019.071654764,6304784.16928834,6351572.162672349,7377762.48848703,8374304.692569231,8327903.068925327
2017-05-31,5936120.808579264,5290373.915509268,6528205.865438582,6751555.649360614,7053559.762004544,5898018.4932466205,5941787.864931005,6913567.915108318,7866105.051362445,7822519.340880149
2017-06-30,6354170.096964201,5655064.421136016,6987952.541701146,7217273.615824802,7550304.30667705,6313384.437793266,6360236.254204281,7390152.8634553775,8396765.732765503,8350239.653127082
2017-07-31,6408655.965425275,5636593.5291965315,7047872.981182618,7282911.275041818,7615046.811067349,6367520.57679108,6414774.139185466,7366014.727450247,8373535.271071647,8327137.910219657
2017-08-31,6109954.9170926185,5361050.9201777885,6719378.667577388,6951531.5956781255,7260117.092563375,6070736.808824121,6118004.089754098,7005930.058320367,7973442.732457367,7929262.267603805
2017-09-30,6622611.605727023,5807772.137019114,7283169.145973133,7532897.683894051,7869278.309716887,6597875.70693132,6631336.145097057,7589714.402948969,8635627.994406266,8610995.836241249
2017-10-31,6889698.213597543,6039918.539917387,7576895.707484862,7857907.823868049,8186642.359966555,6864016.426793784,6898774.609172346,7893088.0294062635,9005140.650754038,8979520.926307417
2017-11-30,7621395.443168455,6590155.763337762,8381574.433867302,8707227.309717914,9056077.179055687,7592986.206628449,7631435.7670177715,8612149.190797396,9842289.584102986,9814288.156037236
2017-12-31,8272342.435472983,7198456.154698817,9097448.671536444,9448194.278299728,9829561.014809445,8245453.180368558,8283240.308487089,9407088.477837436,10747745.096917331,10722303.496208725
2018-01-31,8690941.853390552,7568200.869162056,9557800.34836492,9976503.970384544,10326959.247350505,8655216.918186955,8702391.183933843,9890278.368143585,11356897.397115048,11320251.648332812
2018-02-28,7633798.019785286,6620343.153568025,8395214.077552482,8751442.505920913,9070814.465521798,7596375.384180891,7643854.686899207,8651598.713529805,9921256.272757068,9881471.026721912
2018-03-31,7049242.746999478,5993709.208370736,7752353.65189785,8056142.3691130495,8403308.778067952,7014677.138888939,7058529.323331445,7858986.8389761215,8984547.959247049,8948506.730016796
2018-04-30,7274138.417360522,6188935.535782713,7999681.035562952,8316184.747419952,8645743.001421997,7238470.459108178,7283721.26819278,8091062.424706588,9253146.117544854,9216028.137351602
2018-05-31,8298734.7048259545,6920803.3845718475,9126473.37722794,9520582.431215553,9884427.745709045,8258042.742352654,8309667.337556846,9067043.66110976,10405728.758168712,10363987.316364376
2018-06-30,8195179.917817176,6826997.172668567,9012589.750261262,9403848.858657265,9761086.074578628,8156542.890430897,8205976.128679481,8944146.799153857,10267159.357038748,10227915.32342143
2018-07-31,8447811.813144453,6904031.905745739,9290419.846855337,9709302.257524712,10061989.983028507,8408230.800468195,8458940.83808428,9045071.106891837,10399751.872823395,10360342.384768687
2018-08-31,9088743.91801939,7378578.34965373,9995280.284893151,10480789.86367803,10825389.137866007,9046159.9074575,9101172.049040217,9666781.202126868,11151749.451125238,11110045.250503477
2018-09-30,9222407.123793093,7466888.777876137,10142275.426382607,10633429.442223037,10984592.237647582,9179196.852705626,9240264.220257372,9782477.95965178,11283523.71327464,11247739.005119016
2018-10-31,6403993.817781706,5126893.417449933,7042745.816035001,7356034.732960308,7627646.439232391,6371601.794065011,6416396.815833673,6716816.512056469,7718260.152027266,7690989.155329047
2018-11-30,6467311.355814652,5177666.708776823,7116156.854853365,7428852.447688317,7703062.461326267,6434676.146461222,6479836.976178441,6786938.579891335,7798928.593948786,7771465.952555229
2018-12-31,7413982.656705999,5943852.748427026,8186304.250871137,8528041.296135902,8830620.382647336,7376900.679736324,7428341.318892345,7818441.615253426,8996681.608026039,8965393.305726076
2019-01-31,7475917.493654551,5993366.842430704,8257275.545643938,8599234.648315027,8904389.511689303,7438520.180534537,7490396.106721568,7886040.872144388,9074416.969763722,9042851.736622391
2019-02-28,7680651.071146784,6181700.743714642,8484077.88688306,8834731.10969893,9148242.864393989,7642229.608866776,7695526.192268475,8134492.6949225,9360308.90201902,9327749.203423342
2019-03-31,8005131.766527576,6440798.4524579,8842500.560258709,9228897.984887179,9534724.188991968,7965087.130345646,8020635.310361292,8475439.063496344,9774856.926305916,9740855.225276925
2019-04-30,8481487.903845243,6828439.95082494,9368685.453853078,9809031.44584155,10102100.780708523,8437963.531114832,8497914.007776856,8985536.052698918,10395971.523573177,10358456.113533426
2019-05-31,8182844.702246921,6572263.547784851,9047944.51865336,9423863.113325449,9746393.890271414,8140861.199744377,8198692.426357532,8657180.563944459,9973888.425273798,9937906.065222744
2019-06-30,10129695.008381475,8179373.427674843,11204784.058576548,11666009.083039563,12065241.49936995,10077722.846165583,10149313.2018911,10778159.78344592,12417483.415133737,12372685.388197947
2019-07-31,11198137.691434134,9090111.739810318,12386383.737984357,12913871.86159759,13337838.45378326,11140789.437311303,11219825.1391881,11978030.804632653,13818407.581849627,13768685.634175213
2019-08-31,11446864.023571817,9262322.036226604,12661502.67176672,13185862.206584312,13634090.533803033,11388241.98196986,11469033.174085876,12204952.13727853,14064447.433871252,14013840.178521832
2019-09-30,13590614.879062595,11006674.442972176,15032729.154274117,15664126.851576755,16187461.757584652,13521014.184658911,13616935.835149206,14503483.492275817,16722583.98149619,16662412.10756712
2019-10-31,12508156.593901131,10231519.079414584,13835410.107481608,14452707.878110519,14898171.16205482,12444099.430709545,12532381.15800199,13482062.068898086,15584111.339676106,15528035.964978952
2019-11-30,13308573.06352755,10892428.448653206,14720759.600160746,15414375.750276329,15851528.392949566,13240416.779833501,13334347.796231829,14352941.658560796,16630495.482198652,16570654.961184192
2019-12-31,13634274.112474337,11170838.11306272,15081021.125898683,15817603.274095891,16239463.251740586,13564449.837523868,13663535.25036234,14719801.783521648,17083642.79294569,17025729.914183255
2020-01-31,13466715.117373932,11100149.975305839,14895682.27157338,15651670.225256182,16039887.674080702,13347152.970617788,13495616.649096673,14626656.097080616,17006442.98935509,16884807.665774245
2020-02-29,10258522.364543451,8533685.795267425,11384644.531779988,11895455.624397732,12218684.744123861,10166763.810731182,10280538.644720897,11281880.143261787,13088257.249334302,12993743.070274971
2020-03-31,9412786.354419677,7840550.598146651,10575836.56400788,10970932.686531723,11177613.223792685,9328614.067087967,9432987.564665409,10462648.46544349,12200499.381629566,12112424.528261194
2020-04-30,10933918.048785502,9093577.408703826,12270283.244181648,12738588.916047772,13222960.845221944,10839753.437325133,10957383.829103846,12341432.463529756,14385464.923627881,14286175.015330225
2020-05-31,11188009.038819673,9305198.944534726,12574127.486125711,13034730.289062493,13813891.764188763,11091579.497009186,11212020.13282254,12913556.557549112,15052598.817290274,14948508.617212147
2020-06-30,11967167.714739682,9972699.797364192,13449128.759382905,13995320.768790266,14775922.947042067,11864022.598014135,11992850.998238342,13839190.343718376,16192633.514371924,16080659.855180554
2020-07-31,12695253.816750616,10598500.569964088,14267377.997226335,14909836.853640663,15674894.567304343,12590538.453656085,12722499.67732788,14707618.956275707,17281824.1716959,17168763.88528099
2020-08-31,15561984.87792974,13092560.673741896,17489112.36377632,18388629.80486688,19214462.00321482,15388195.15636753,15595383.154875038,18168644.92612071,21479194.061666366,21275955.768499892
2020-09-30,15032387.026577728,12420336.769619934,16893931.459965955,17697247.849098545,18560564.846707374,14842432.863883644,15064648.709259972,17235794.75869336,20301446.622775685,20079263.60808026
2020-10-31,13913891.143041566,11580824.700465789,15636925.98594319,16348444.995025475,17179552.28485458,13738320.946346331,13943752.375079758,16070797.544133402,18892453.850555837,18686071.93326724
2020-11-30,17283037.17970256,14378306.474593189,19423292.187512834,20507113.120512076,21339454.048425663,17064953.947571002,17320129.093582366,19952884.044972677,23687679.600762337,23428914.421997998
2020-12-31,22155624.95289282,18371379.378532294,24899279.71433432,26412196.251685962,27355662.983984925,21876057.742162153,22203174.159424882,25494101.348592114,30409051.068602186,30076861.324591313
2021-01-31,23579624.246366512,19593816.02050827,26499620.790859427,28182059.601974845,29113882.15475062,23282088.52637942,23630229.564253166,27190485.876386702,32516002.474312093,32160796.294365413
2021-02-28,25941739.527769446,21346151.28231712,29154249.995060805,31110853.91662012,32030397.918312147,25634812.05705117,25997414.29472876,29622214.699195307,35545132.85995918,35185094.052393496
2021-03-31,29204165.890440434,24153413.84902977,32820680.828539323,35030173.599342614,36058532.35835905,28895204.229836494,29266842.307175145,33517874.070329074,40228478.96014709,39871311.14590062
2021-04-30,30674214.10495618,25395470.06026215,34472773.32188239,36831675.08501213,37873608.376812235,30366502.475119196,30740045.465903763,35241484.81313827,42341212.26806577,41988498.20136804
2021-05-31,31953648.907743625,27120596.379830554,35910647.676327154,38365762.79147921,39453333.03501622,31654640.497102145,32025307.092307866,37635455.58503849,45215517.47249768,44873513.554617174
2021-06-30,29615465.28900655,24816532.21054414,33282913.72691046,35694210.38788672,36566365.82250922,29407350.15438652,29681880.414300486,34438088.407681145,41533341.25930686,41316155.70380276
2021-07-31,27551621.55261373,23171622.96302377,30963492.689615015,33264652.29353002,34018127.4496697,27334046.6084825,27613408.334116034,32155435.470184583,38848190.17391571,38611212.99674019
2021-08-31,32664899.622453704,27485685.17563485,36709976.530802384,39533526.50946275,40331517.92111822,32356561.0928659,32738153.35812553,38142092.05188994,46192302.21302896,45838069.360031776
2021-09-30,30472226.0526486,26195849.272379857,34245771.94912537,36743124.20751809,37624212.701771066,30184779.304363433,30540562.5395389,36352177.074394405,43861728.9311354,43525633.49891412
2021-10-31,28537757.25621506,24768189.070584856,32071747.082932927,34567059.93477538,35235714.23206926,28268560.658779602,28601755.533803303,34371002.27844037,41659929.72529379,41340708.68581839
2021-11-30,25344327.61180269,22632521.250156906,28482857.21847269,30596032.62837989,31292770.393136725,25143781.456937294,25401164.36372133,31407319.976741,37943916.77110643,37711507.28318224
2021-12-31,26364172.071986884,23489511.401185732,29628994.720503688,31845175.601731203,32871074.305633254,26155668.45989707,26423295.90953437,32915715.92034985,39786185.548024155,39542635.399672195
2022-01-31,21207960.11786633,18941425.48411719,23834260.251372296,25568304.14430487,26442265.33254062,21040234.92017017,21255520.725305833,26542509.537576105,32021753.08660172,31825732.735869016
2022-02-28,21784565.15123664,19437182.256872524,24482269.504663844,26285239.58820372,27161181.39521367,21612279.810168408,21833418.838054135,27237210.627883166,32887118.266260065,32685800.60467311
2022-03-31,22506656.220855273,20055773.714801252,25293781.150929023,27156554.107531134,27977052.91162001,22328660.15529421,22557129.2579396,28019473.433591604,33831698.25790689,33624598.3784197
2022-04-30,21059651.62890538,18803560.110750947,23667585.89959118,25351349.71619221,26684835.376564365,20870905.676568553,21106879.642452855,26778410.548848078,32257414.80037567,32025856.37451753
2022-05-31,21346710.638353497,19059567.17695461,23990193.029001456,25697232.856806625,27048281.74431263,21155443.902980734,21394582.40449025,27142705.233760875,32696657.940945063,32462025.80984299
2022-06-30,21615423.074801255,19299489.051753968,24292181.62654059,26020709.676915072,27388765.567010738,21421748.671127133,21663897.45025819,27484377.657084692,33108243.53930702,32870657.860276185
2022-07-31,22991442.905350257,20528095.87951935,25931356.779827643,27677147.469364945,29132328.32594394,22785436.324839085,23043003.12004384,29338995.780161195,35342330.51301992,35088708.3352408
2022-08-31,23090769.893277694,20616780.658214148,26065996.79957075,27796717.643408924,29258184.865333512,22883873.350240316,23142552.85166449,29491328.536035527,35525833.71619482,35270894.717786595
2022-09-30,23222941.4733421,20734791.1202276,26215187.380716536,27955826.06588819,29425658.731324147,23014860.65129784,23275020.833529484,29660124.238959726,35729168.34086758,35472770.181774326
2022-10-31,24134238.23001258,21548449.81737513,27243115.221395712,29052847.029537782,30580357.745382193,23917992.063903533,24188361.258958105,30823132.040641442,37130150.38938325,36863698.554585174
2022-11-30,24382921.24948476,21770488.468055166,27600612.195184495,29352212.178395,30895462.60170804,24164446.848949075,24437601.972697757,31227607.67788999,37617389.69382602,37347441.349901624
2022-12-31,23121677.57422632,20635701.775818236,26082828.66798604,27854027.2974374,29297347.830101386,22914504.098212913,23173529.85311926,29497792.49654681,35559284.86655484,35304105.80989874
2023-01-31,23359537.43415498,20829154.10736885,26481993.393386826,28140570.30679136,29598738.714042548,23150232.691373855,23411923.13232859,29922163.766698524,36070860.07304246,35812009.872161865
2023-02-28,26465007.052873604,23727494.01692956,30002569.183658592,31875162.954041723,33533661.828794993,26227876.861751135,26524357.024357524,34085779.68524919,41081800.90478678,40786991.379825465
2023-03-31,19779005.88113331,18025933.076373424,22563082.363572888,23836100.43618213,25061867.29608594,19601783.21059369,19850951.96981307,26055550.427403193,31423361.52092216,31240416.739079565
2023-04-30,20336668.93271186,18566816.84078398,23199226.70162659,24516499.448059164,25768479.010884643,20154449.526840966,20410640.631587923,26837353.145692468,32377181.729841895,32188679.52314499
2023-05-31,19517162.170359384,17909335.450331073,22264367.296569437,23642777.961293206,24730086.597730003,19342285.663329136,19588153.004041504,25886998.326132253,31382297.492422916,31199587.515362013
2023-06-30,23647943.395435587,21289528.950906694,26976590.798303336,28745136.785100706,29964176.28170001,23436054.497794572,23749153.65609298,30772889.47760153,37435580.707917094,37241683.36639497
2023-07-31,25598293.644706152,22992884.218727328,29201469.285797074,31187124.432078794,32435454.12597993,25368929.330316227,25707851.161568042,33234999.540733337,40523570.854728654,40313679.28070979
2023-08-31,22412339.078437824,20358226.830823377,25567064.76039004,27273833.046987902,28398548.99406319,22225924.96796002,22489726.628224634,29426741.458540797,35838262.32979989,35646301.441977
2023-09-30,19070781.26761353,17279965.812923223,21755154.52127048,23126681.754771475,24164479.864473652,18919052.156848073,19136594.987265784,24977277.761096872,30313501.72961668,30161952.45304905
2023-10-31,20514442.47686205,18619855.549671125,23402023.207805153,24884270.699521556,25993734.86723601,20331727.646723818,20585960.016494785,26914017.602402218,32673247.414054748,32479862.11576347
2023-11-30,21983945.01955282,19906871.246711258,25078370.61427943,26830640.72199148,27855733.281475097,21788236.12704351,22060591.225648053,28774330.811060753,35146605.31252269,34938715.757777214
2023-12-31,23823089.180983998,21417406.09435903,27176389.819268715,29169682.36478835,30186102.516756497,23611007.568841144,23906147.49465735,30957729.142274827,37936901.01837772,37712507.064858325
2024-01-31,24710724.00289018,22249665.559801664,28188966.724318866,30183267.02971695,31310819.612977024,24490740.347539455,24796877.022086646,32160716.236735567,39315706.226006374,39083156.73912747
2024-02-29,28712546.02599284,25578685.95868197,32754078.929025386,35179167.09489726,36381505.816928275,28456936.718574204,28837771.555361174,36972639.37285916,45337784.36635652,45109185.12649127
2024-03-31,33639217.593489245,29771354.68863827,38374221.04776036,41294213.059700504,42624063.68344774,33339749.29290889,33785930.07059586,43032920.5513895,52869832.86440878,52603256.001030155
2024-04-30,33256684.175094243,29457821.738501176,37937842.82618304,40715267.12558373,42139357.738051526,32960621.324198008,33401728.288799506,42579725.233311884,52172739.72980494,51909677.70580704
2024-05-31,34595453.41913869,30846334.790866617,39465055.126805544,42474715.34867619,43835704.72651555,34287472.36521728,34746336.376613766,44586747.50478508,54787698.962056026,54511451.954287775
2024-06-30,33651161.16864442,29118090.293115478,38387845.78271236,41484351.46419021,42639197.32116846,33351586.542522084,33797925.73555977,42088661.37552978,51932767.435842805,51670915.38405848
2024-07-31,32384490.621759787,28299493.558679502,36942880.67868894,39888693.60768154,41034206.18600584,32096192.349516142,32527794.289814122,40905423.037191994,50428813.84024085,50177690.185035795
2024-08-31,33082956.563188214,28832193.90433232,37739661.57989244,40716443.55972999,41919228.44807399,32788440.29478331,33229350.984866187,41675413.240381315,51336816.52478515,51081171.233237624
2024-09-30,37993327.59357632,32786318.06569618,43341208.719751194,46763212.53884883,48141131.996852584,37655097.44802683,38161450.75746643,47390890.83880633,58384414.29604756,58093673.606283404
2024-10-31,37304901.02007885,31962952.860474125,42555880.3068723,45876336.271067604,47268830.550866984,36972799.492685884,37469977.84929739,46200759.93327104,56869017.24617085,56585822.87887066
2024-11-30,52096817.89065402,44432029.10611075,59429884.16879766,64239017.14503498,66011585.32793264,51633033.42966272,52351277.972496726,64224150.97941083,79266509.00603545,78907894.69346592
2024-12-31,31861045.82306294,27190621.34710789,36345756.618082054,39027614.21609921,40370952.22924989,31577407.450623337,32005306.672818936,39302606.813503616,48186002.52700694,47967703.62991781
2025-01-31,34240066.975698724,29258641.567922328,39059645.05114591,41996296.10482198,43385396.56642353,33935249.70578784,34395048.039619304,42291820.80240242,51918172.32901882,51682965.21977821
2025-02-28,35452763.86111826,30408760.85685028,40443039.24188299,43417374.10433075,44921997.97296226,35137150.724954695,35613233.9580966,43954257.477419324,53876964.555880405,53632883.4467455
2025-03-31,23599252.547480885,20248385.009594075,26973978.67529384,28859173.03871751,30202630.201931234,23389163.605682112,23703641.89155561,29619341.8095666,36254175.532955416,36086262.933838665
2025-04-30,23580425.03165682,20232230.65512895,26956155.29809868,28836167.131617017,30088301.377815273,23370503.699140217,23684731.15380834,29511265.416188136,36121913.13325892,35954613.292144746
2025-05-31,29398285.42191342,25291494.74880257,33598177.61437407,35967391.97998712,38249056.56607612,29136571.409098502,29528716.283733767,37607511.855454795,46052243.2835056,45839534.19045648
2025-06-30,31037710.699254636,26711967.342300024,35471859.678566895,38113627.75436148,40382789.33067484,30761401.938405663,31175413.228497002,39720469.48496228,48819694.935165025,48594200.431692265
2025-07-31,31068004.907942504,26691839.380691025,35506481.8124829,38206923.538187586,40422204.733035095,30791426.45501289,31205841.839258343,39690539.34551112,48854963.20596527,48629305.802212656
2025-08-31,32690529.152582623,28397448.558469538,37360805.178746,40224332.26432427,42533251.3606099,32447471.44331287,32835564.599994883,42226765.771071,52005420.315556094,51841334.26616387
2025-09-30,33888684.321795925,29642395.3422187,38730132.71681432,41780048.95545834,44092156.53112247,33545007.18623999,34039035.52877328,44077991.109332174,54390651.891806245,54071238.71534132
2025-10-31,32810570.843132533,29187266.64346362,37497996.41773087,40500769.50418749,42689436.149334535,32478175.294137996,32956138.869891886,43401218.58307791,53620668.490406245,53306144.4948876
2025-11-30,31416045.57122267,27575988.39889597,35904244.704132296,38737707.0270616,40875036.22475387,31095219.798950918,31555426.62462616,41005261.45840385,50606270.099419884,50306020.269251764
2025-12-31,33414885.09703521,29931838.601487935,38188644.987460814,41186224.231196165,43475702.10448803,33073790.450673807,33563134.23796147,44508390.78020212,54906127.8855366,54580604.29340447
2026-01-31,38456990.5164127,34298817.64972348,43951082.09012302,47546265.30753462,50035924.361074515,38064426.73144357,38627609.56412352,51002051.689560756,63110556.88544653,62736391.43667681
2026-02-28,41012638.92632108,36863378.33107549,46871838.78981929,50730837.35000531,53361047.530485995,40593987.41775095,41194596.41264735,54815531.73362489,67861939.66233984,67459604.54371841
2026-03-31,30078230.722142104,26858505.596452676,34375305.24253343,37056364.121311605,39134421.53477335,29771196.191837713,30211676.39513621,39938370.599594004,49245130.97228873,48953169.903018
2026-04-30,30877877.23963903,27581038.2859605,35289191.877663694,38041528.75600811,40174831.93071265,30562680.02780191,31014870.64219464,41012770.601213835,50569904.65739811,50270089.35815829
