date,Baseline_V7.4,Idea_N_PDBC_Commod,Idea_O_HYG_Credit,Idea_P_WiderPut,Idea_Q_ZROZ_Panic,Idea_R_SPY_Call,Idea_S_DBMF_MgdFut,Idea_T_USMV_LateCyc,N+O+P+Q,P+Q+S,N+P+Q+S,All_7_combined
2014-11-30,5289940.178594403,5289940.178594401,5572497.816668162,5356907.743210362,5606237.357615742,4884637.529346493,5343803.745191872,5289940.178594403,5980466.898820724,5734706.200269603,5734706.200269603,5578191.109918317
2014-12-31,5417296.290764883,5417296.290764881,5709173.547710121,5485876.104453647,5756282.860033997,5003224.465298712,5478495.078353606,5417296.290764883,6143236.822478602,5894686.503302389,5894686.503302389,5737464.652707554
2015-01-31,5481651.623844501,5481651.623844499,5778457.836439726,5551046.145001569,5859346.707819972,5062660.720675949,5562633.702019096,5481651.623844501,6254810.966547864,6020854.485911828,6020854.485911828,5861750.04837686
2015-02-28,5989822.123449263,5989822.123449261,6321137.563415885,6065649.786010052,6402363.562824718,5531989.128510561,6060596.117113963,5989822.123449263,6842048.195454325,6559664.857567911,6559664.857567911,6393396.168924883
2015-03-31,6914396.587550732,6914396.58755073,7292413.168583204,7001928.834312411,7389904.054629597,6385892.961696773,7000598.179714917,6914396.587550732,7892603.975827887,7576342.756044723,7576342.756044723,7379811.37337868
2015-04-30,6997864.652883014,7002730.511283013,7382800.182115599,7086453.556484454,7479112.271637302,6450006.913367741,7076408.050617811,6997864.652883014,7995986.177648363,7658387.396443897,7663712.544743896,7452307.089601091
2015-05-31,7365118.477928925,7372314.216581285,7771560.6811882965,7458356.602895354,7871622.375858646,6775120.126689529,7440842.039856367,7365118.477928925,8419404.727808526,8052793.235577536,8060660.943551275,7824160.326532074
2015-06-30,7708275.717461417,7724325.707934069,8127978.536794752,7805858.015096368,8238378.758072971,7076595.883773617,7781485.423396652,7708275.717461417,8815256.041534944,8421451.8779389,8438986.860188127,8169285.741008452
2015-07-31,7494265.728695985,7509870.084538677,7905047.142968229,7589138.783586668,8009651.166535515,6866282.067575663,7573156.6911308225,7494265.728695985,8573474.20346981,8195989.734377831,8213055.2332332395,7937321.817672985
2015-08-31,6817028.556472451,6831222.787179699,7190688.730599932,6903328.179800386,7257782.090112098,6245793.012361266,6896502.177597955,6817028.556472451,7768678.837096263,7434943.387305756,7450424.253428225,7200293.029572883
2015-09-30,7510980.867052637,7526634.11812524,7922585.192408904,7606065.524899473,8011102.257737599,6883645.502964985,7605247.788320674,7510980.867052637,8574942.220549759,8213885.536355791,8231003.713870244,7956944.122290163
2015-10-31,7586821.27108294,7602632.577094619,8002916.8160817055,7682866.027375689,8098625.903561853,6953151.536712888,7668521.156299637,7586821.27108294,8668989.014041446,8289012.051677163,8306286.797544844,8030056.8504624665
2015-11-30,7804117.989700537,7820382.15344019,8227305.206323326,7902913.600712876,8335118.248497026,7152299.105244684,7885667.013338096,7804117.989700537,8916906.527490595,8528370.04160804,8546143.631794278,8257093.924798412
2015-12-31,7119889.234273534,7134727.432249425,7507374.519480957,7210022.900452089,7605259.3340169145,6525218.797009357,7196535.192273134,7119889.234273534,8137622.527428702,7784019.109664468,7800241.438936748,7537826.684714843
2016-01-31,7156708.848481346,7171623.784905959,7546188.736695517,7247308.630260933,7678286.346404101,6558963.149013864,7252634.069003561,7156708.848481346,8215751.391951745,7879277.532611972,7895698.382308789,7630063.048241871
2016-02-29,7270850.851287284,7286003.666308782,7666542.532492034,7362895.602985472,7825212.548992247,6663571.734533065,7375071.3005666705,7270850.851287284,8372962.142045178,8037422.931613562,8054173.356240694,7783206.448273334
2016-03-31,7726447.959895962,7739568.839679647,8151374.336035286,7824260.305223151,8313441.073840969,7081116.271115939,7826448.369586264,7726447.959895962,8896788.474673806,8527180.400618143,8541661.034685453,8258794.225943794
2016-04-30,8011708.1908895895,8073444.4248100715,8463590.422242038,8113131.765168449,8620373.069352396,7342550.874977889,8113037.496769511,8011708.1908895895,9292957.097137982,8839428.949609177,8907543.267268145,8624041.274221318
2016-05-31,8438450.323521264,8507923.490973243,8919689.193601329,8545276.20666145,9079535.621717846,7733650.468969302,8544664.334328387,8438450.323521264,9798873.556335833,9309700.995396258,9386346.765073292,9092995.615744289
2016-06-30,8084273.631805282,8168549.241346469,8556790.368038673,8186615.842251307,8728828.640708582,7409055.471551827,8202196.482268756,8084273.631805282,9453539.144783817,8967779.274369879,9061265.709706705,8789863.286865832
2016-07-31,8327209.62440246,8386022.957689767,8820268.765357679,8432627.263882535,8991067.443995908,7616443.32822112,8448034.57713285,8327209.62440246,9712136.483896194,9236495.518676989,9301731.616439445,9011568.151409911
2016-08-31,8563179.127801059,8638041.818432776,9082123.089892456,8671584.005087892,9245848.79544181,7815460.313571259,8684878.989534885,8563179.127801059,10017146.814611316,9495444.783572458,9578458.314854572,9271909.092069346
2016-09-30,8306328.239619471,8378943.96197878,8816659.610030338,8411481.533007333,8968521.363897523,7565909.179546292,8420415.942183277,8306328.239619471,9724351.59103014,9206299.218326977,9286783.277715702,8978710.888491046
2016-10-31,7528797.616826906,7594995.13093981,7988827.886623996,7624107.822149127,8129004.817824051,6857683.801618346,7624132.777671184,7528797.616826906,8811732.766680548,8335698.39734714,8408991.786710646,8127460.407061535
2016-11-30,7793993.50085101,7885297.979077671,8282749.189282918,7892660.932833255,8421894.747499576,7085247.602527447,7867249.903291461,7793993.50085101,9169528.03302879,8608202.946781555,8709046.834021091,8413597.636639373
2016-12-31,8268871.510139561,8382919.1040294375,8794348.244487947,8373550.622649559,8934993.195623647,7501339.327890747,8342477.660258293,8268871.510139561,9755855.109068522,9128150.885352021,9254050.639481505,8928602.99819285
2017-01-31,8447939.310935672,8562780.02943364,8987736.253429778,8554885.317890817,9128486.294725744,7648587.03434173,8522286.859722089,8447939.310935672,9968434.78059678,9324894.054803904,9451656.663348075,9104153.220076062
2017-02-28,9301574.432967624,9427309.46640397,9903686.706238246,9419326.967710301,10050888.342267254,8404951.485322477,9380915.256421177,9301574.432967624,10983502.204848668,10264385.873303486,10403136.443725383,10008871.713543257
2017-03-31,9141206.661441062,9261651.153840913,9734504.25619331,9256929.032776222,9877601.704124115,8243791.596010912,9217289.18266998,9141206.661441062,10792234.601612832,10085349.91575917,10218234.861613702,9813215.666597504
2017-04-30,9436088.731363114,9561834.235342115,10052120.841682449,9555544.138851285,10196238.809858317,8492685.17778235,9517407.700102521,9436088.731363114,11146012.912041837,10413732.826617934,10552506.867519671,10117565.353450932
2017-05-31,8848348.104750492,8966261.365809891,9430087.46998226,8960363.055257516,9561151.119542006,7947638.959275813,8927449.387992872,8848348.104750492,10456288.612042349,9768213.753237719,9898385.566734282,9475355.05911531
2017-06-30,9458700.888715923,9584747.721903637,10084885.903935472,9578442.553562276,10220672.55067425,8478056.944279267,9544584.616851393,9458700.888715923,11182343.533920344,10443469.195710925,10582639.504760958,10113466.115766704
2017-07-31,9544724.605475191,9680265.606601035,10182129.619199978,9665555.280879198,10313626.144693024,8537941.114576729,9625519.411649091,9544724.605475191,11299914.02688221,10532026.22189059,10681587.95988433,10193010.724513229
2017-08-31,9110431.24630671,9241994.259668188,9717851.307274995,9225764.018335493,9844347.08922136,8133346.535981127,9196892.28782489,9110431.24630671,10787222.93279977,10063032.093044914,10208352.111385697,9721180.257365312
2017-09-30,9872345.737497238,10026675.170124704,10536096.186297007,9997323.907040343,10667639.697892359,8795344.06967966,9955869.377030315,9872345.737497238,11709246.793798262,10893487.699177278,11063780.895777002,10519549.08847926
2017-10-31,10298289.543244842,10478258.902585844,10990944.20485948,10428659.914488083,11127896.578244207,9156398.302404424,10380648.533497028,10298289.543244842,12236907.402159922,11358271.467694623,11556765.53345873,10966486.245961182
2017-11-30,11411377.042633032,11616873.08100039,12183949.753202125,11555838.458439028,12330651.901922233,10126029.511908166,11498379.030896513,11411377.042633032,13572252.525100378,12581266.959239682,12807831.443258615,12134684.476914031
2017-12-31,12382458.425361097,12623608.467894627,13223359.822786935,12539213.16959748,13379961.415955506,10965845.374346513,12480945.531310212,12382458.425361097,14751327.145459464,13656369.054910278,13922329.612456398,13166907.817690229
2018-01-31,13074842.79891422,13350364.747001413,13961837.360898612,13240362.729245095,14128122.716949344,11622529.265845753,13151528.762996824,13074842.79891422,15599542.860143166,14390106.095864134,14693345.126228968,13947241.494210614
2018-02-28,11469321.795877086,11697477.678269953,12251582.238382423,11614516.749000931,12393264.549615525,10192649.547996791,11535174.35602762,11469321.795877086,13672856.46068571,12621527.572838403,12872606.94242012,12219880.813146967
2018-03-31,10592512.977116888,10816676.666494485,11315193.279998854,10726608.042055646,11470351.08875837,9411398.63065181,10670739.020844813,10592512.977116888,12670655.113033751,11700701.576755103,11948315.757728083,11340357.127121514
2018-04-30,10902071.612662572,11157776.237097634,11646603.674523378,11040085.511693137,11799793.292184966,9687081.651553592,10974615.321778035,10902071.612662572,13064651.492798274,12028026.241450042,12310138.29442473,11685301.77358659
2018-05-31,12507353.978810066,12814049.55289267,13363863.242898913,12665689.8195063,13537286.7858477,11094627.85514703,12592482.865415806,12507353.978810066,15006648.706531014,13801212.691739637,14139632.636607263,13401552.28140409
2018-06-30,12353999.933569279,12680986.106934402,13203654.215427423,12510394.400445608,13371304.62077483,10936263.570529956,12440133.584725305,12353999.933569279,14854920.24436268,13634239.677545251,13995107.029214492,13241262.653689055
2018-07-31,12755276.823816277,13092774.380506396,13636695.20298223,12916751.2236671,13805625.129505757,11269624.608214343,12829814.421163548,12755276.823816277,15341989.581393365,14061325.276516937,14433375.154275918,13633614.165441372
2018-08-31,13768793.078248167,14133107.714131879,14722091.680284021,13943098.008191258,14902600.574710472,12142490.637054449,13846003.264463209,13768793.078248167,16563116.932309156,15175056.25834164,15576574.444291392,14687947.455628883
2018-09-30,13969316.956916258,14364924.530188117,14940420.495231552,14146160.403399073,15119636.828404043,12294005.66990398,14033284.615379175,13969316.956916258,16839211.516401812,15380314.409046544,15815875.81944248,14886872.039172612
2018-10-31,9663745.760229725,9941022.615788845,10330519.46584416,9786083.162836067,10461074.282058798,8497956.556635432,9712252.85453636,9663745.760229725,11649388.49534579,10646097.482485527,10951562.05523485,10295094.669458123
2018-11-30,9764591.4156643,10044826.825147398,10437408.631598927,9888205.469077444,10579038.035196915,8586866.667886818,9814903.900805121,9764591.4156643,11779796.2634151,10767572.958487391,11076594.593909426,10412019.155199436
2018-12-31,11248526.45294888,11570823.293304624,12028102.008609736,11390926.260183455,12231978.052522251,9895176.965787612,11340204.952980295,11248526.45294888,13624840.349297801,12487128.465777054,12844919.777633458,12083006.976179231
2019-01-31,11345983.187776728,11671081.250370594,12132307.302848192,11489616.738115726,12341608.397099482,9981099.166970294,11421869.537811376,11345983.187776728,13746958.373087889,12580775.841179894,12941260.152881403,12173825.027786333
2019-02-28,11657621.777844299,11998716.95894942,12472239.786876012,11805200.49718349,12680593.693498751,10255853.967058059,11723388.192158036,11657621.777844299,14140460.703277674,12912887.722792476,13290716.91657064,12510001.771935115
2019-03-31,12177730.389625799,12539590.751100995,13027649.818159113,12331893.383524204,13246342.53245234,10693138.088421598,12262486.168904373,12177730.389625799,14776696.17771317,13506684.62607973,13908040.510202326,13065254.584273687
2019-04-30,12943229.068813682,13335769.84985305,13849446.049396262,13107082.833236858,14079014.745809356,11343875.741104301,13015547.972004825,12943229.068813682,15718174.893843627,14336154.937760383,14770946.151692774,13852521.057051655
2019-05-31,12447567.266734995,12830736.063995142,13319556.242201658,12605146.240738485,13548535.151067114,10908617.377574863,12535653.031710623,12447567.266734995,15133150.138733124,13816416.7772969,14241728.493857658,13355741.12916757
2019-06-30,15414853.728495331,15889363.394733327,16494709.91162178,15609996.83535619,16778273.46741584,13514297.868148157,15535072.386747338,15414853.728495331,18740633.48671687,17122285.85411537,17649362.371140398,16557699.72770523
2019-07-31,17063393.01399621,17588552.527406354,18257100.023151107,17279405.67948335,18572457.164973896,14933738.095571814,17213820.88336044,17063393.01399621,20742691.60111412,18972382.11784925,19556303.309194792,18313311.334917966
2019-08-31,17422775.735545468,17958995.956862126,18641624.1376451,17643337.980283696,19133679.396782856,15248730.96555142,17640512.062332824,17422775.735545468,21369493.927471656,19617016.726314195,20220778.119748887,18936449.216129057
2019-09-30,20697360.63342875,21377060.179613832,22152960.73055137,20959377.23289869,22730166.089198034,18118849.221615132,20942522.99753462,20697360.63342875,25445856.850052588,23289344.282930903,24054175.346923165,22539185.52577105
2019-10-31,19096688.118514102,19726271.97537799,20447771.65464799,19338441.118241347,20980236.135545943,16682788.922157818,19312728.01044116,19096688.118514102,23499035.184132896,21485069.3057245,22193411.611947287,20760595.088045
2019-11-30,20367358.136066485,21068055.162855454,21808459.0512963,20625197.083971456,22376235.107143603,17759368.59548834,20605108.167296663,20367358.136066485,25097577.898852408,22922819.43097552,23711450.712389693,22139001.696736142
2019-12-31,20900157.494828783,21681546.784344044,22395908.021257076,21164741.375090007,22961585.629313484,18187193.914495327,21144550.48806472,20900157.494828783,25847971.10643886,23522939.497672737,24402405.423526194,22755482.772260968
2020-01-31,20680904.014439512,21412273.283294454,22166531.61431168,20942712.272109285,22720706.699568868,17996050.7387695,20933170.99973832,20680904.014439512,25533366.715512928,23287783.545490228,24111362.468744367,22489275.06808862
2020-02-29,15769858.876545398,16327532.362134757,16905543.409882843,15969496.139536759,17414033.778408553,13717338.223029409,15929484.599000629,15769858.876545398,19573036.95838192,17812135.038282394,18442044.352527734,17198051.708691157
2020-03-31,14680616.632091587,15199771.582580298,15737773.30692204,14866464.708503338,16310847.164494237,12768343.802521633,14834898.14763734,14680616.632091587,18332978.916865766,16690158.784747802,17280391.173985124,16113007.479351215
2020-04-30,17335730.701704677,17952868.39068719,18583408.197178412,17555190.97505756,19259203.705662765,15081592.85457562,17541646.671117783,17335730.701704677,21650956.328641955,19733714.075478163,20436190.16490087,19059748.130796064
2020-05-31,18138566.580426402,18784109.294403058,19458211.963082425,18368190.296340942,20109666.19612312,15781057.80209209,18324531.830985647,18138566.580426402,22623320.70375205,20572027.946465094,21304149.23027061,19884885.21633106
2020-06-30,19474284.733164202,20215379.1770553,20911636.862315178,19720817.866379138,21600607.143731657,16944792.579527352,19656504.861070354,19474284.733164202,24382411.984331947,22077665.31989513,22917802.262434136,21414080.236530043
2020-07-31,20746820.738991346,21585502.59666065,22302968.22193182,21009463.441420265,23102051.282070447,18053480.376320478,20977471.966135997,20746820.738991346,26165931.047283746,23653453.608151466,24609612.42723178,23022535.51398402
2020-08-31,25587515.511629216,26680657.1067801,27505932.15414386,25911438.61209315,28365756.00479967,22270900.68534162,25863992.823321003,25587515.511629216,32197705.474922843,29033825.46690274,30274170.634614624,28327025.435152333
2020-09-30,24625467.272761654,25630019.340656962,26493340.43797479,24937211.39169522,27310512.092746973,21432723.11769488,24852741.83404867,24625467.272761654,30967811.80336893,27910148.3508207,29048670.972018808,27201462.880543698
2020-10-31,22748629.849184062,23679956.19664155,24496377.38082412,23036614.29770211,25154611.945960563,19797542.092936784,22958641.605858807,22748629.849184062,28553137.698701028,25706978.95634552,26759395.833886087,25078470.30151969
2020-11-30,28535360.228094377,29780830.373636063,30769943.461332835,28896601.34084372,31609222.51869687,24839189.085266016,28808926.379928883,28535360.228094377,36022552.73527001,32314693.545301877,33725082.946734115,31656974.983289253
2020-12-31,36752203.33741703,38450855.00610496,39661382.7248851,37217464.9333712,40683266.87029191,31998054.21410692,37174297.09275253,36752203.33741703,46514330.167193905,41669442.21353492,43595319.81561736,40961853.0339271
2021-01-31,39214946.000105575,41086423.15679085,42317069.45466156,39711384.50052519,43279519.70433365,34143700.94515488,39660505.89457875,39214946.000105575,49551498.68304984,44323233.67237844,46438438.293321125,43632886.70528216
2021-02-28,43290330.65444682,45576231.311323285,46706759.6999193,43838361.173397705,47694465.77430048,37694350.34445256,43871858.05949204,43290330.65444682,54861537.60865489,48944673.38077132,51529090.17741273,48410508.24132886
2021-03-31,48744000.252145976,51300491.479734644,52621656.73294058,49361071.08594792,53767012.78857629,42445820.54234153,49465127.25025048,48744000.252145976,61861905.05510262,55250500.22857299,58148183.123355344,54664438.06148413
2021-04-30,51250761.87243344,54150384.69128698,55335207.737972684,51899566.85934463,56531986.119078405,44629818.46963597,52067067.98597185,51250761.87243344,65307094.02064309,58156650.130606614,61446929.98216334,57774751.20697937
2021-05-31,53385430.78651744,56522408.5544494,57614530.99429777,54061259.452934034,58942807.585525654,46489633.32431358,54310863.975639485,53385430.78651744,68202723.56182885,60720749.93371328,64288703.30416672,60421197.723373145
2021-06-30,49911418.72916105,52930849.85409162,53862511.5072853,50543268.407878794,55210719.2463782,43462925.450123295,50732676.454547696,49911418.72916105,63985694.70908238,56826874.41245306,60264615.18660487,56634592.24134796
2021-07-31,46514233.85418724,49361115.91723463,50201516.71540723,47103077.13433037,51550721.99367379,40503152.69175425,47295092.02526673,46514233.85418724,59790023.11550016,53077138.08695536,56325660.5932571,52936574.316260874
2021-08-31,55280059.01801165,58634993.13285072,59683264.1871399,55979872.57634143,61316131.67863768,48140314.46677885,56136465.36173026,55280059.01801165,71106793.7889822,63051272.71735514,66877793.7711118,62880911.04184231
2021-09-30,51414895.882156886,54730346.12022975,55493970.0304689,52065778.71157739,57089500.71449611,44772819.04335242,52208077.47108222,51414895.882156886,66422655.17831936,58701276.6133318,62486543.59756373,58733150.9529675
2021-10-31,48368665.45902613,51631513.08392397,52197804.69613044,48980984.77050556,53707088.667175844,42118812.8263766,49216591.29836993,48368665.45902613,62651929.77203456,55337762.97866492,59070691.713034764,55512256.57096704
2021-11-30,42812108.76763974,45555290.24601997,46181165.59325888,43354085.28385086,47677721.25250773,37277702.99680612,43502094.40769719,42812108.76763974,55417923.11918924,49057093.46313106,52200393.65826879,49031299.57718922
2021-12-31,44996118.12398034,48072644.223631844,48561955.084796086,45565742.945542306,50123754.00826642,39180505.35710422,45727134.627780825,44996118.12398034,58526454.06646546,51580496.99618638,55107192.062366,51789678.70463901
2022-01-31,36127113.98488548,38784690.57620202,38950155.67825719,36584462.33757037,40291075.58985067,31453449.648849,36723109.94455153,36127113.98488548,47225476.98714093,41472291.529879674,44523037.26250197,41794745.84719242
2022-02-28,37140115.841026604,40000365.119458325,40023547.08989689,37610288.20679029,41348166.18590117,32336020.191106595,37811313.74382045,37140115.841026604,48597482.76810091,42626311.75840926,45909039.30334069,43076420.288897246
2022-03-31,38255792.71111017,41397163.90382738,41227293.48941582,38740088.91071446,42352420.712769136,33308045.603187706,39082759.16507431,38255792.71111017,50015382.87158401,43813624.86073665,47411352.26989673,44488466.49097731
2022-04-30,36403321.497787945,39510110.28485636,39187405.4174846,36864166.47753451,40285714.15114587,31694093.454171337,37380124.93407257,36403321.497787945,47663757.06640159,41888379.22706816,45463256.38376463,42612032.68521489
2022-05-31,36899598.765871435,40142082.14054771,39721915.57791799,37366726.326009735,40747322.02369743,32126471.431411695,37870621.99751946,36899598.765871435,48322594.33706669,42346987.277691506,46068125.34641234,43179619.642171696
2022-06-30,37364090.98427585,40553804.57620068,40221935.125975944,37837098.75111518,41236112.13429615,32531156.919053234,38414472.76829559,37364090.98427585,48789665.39575864,42929993.50922641,46594839.416950025,43673610.14474882
2022-07-31,39885322.896137185,43294194.02718416,42935990.756907865,40390248.001690626,44085005.69790162,34727761.98611323,40930517.708185054,39885322.896137185,52165122.43623264,45810774.30712057,49726054.274013385,46610272.13760217
2022-08-31,40092415.31230326,43518984.495752156,43148791.307344966,40599962.095624246,44364571.359192416,34908189.755238116,41200319.44227629,40092415.31230326,52483603.07095992,46165468.64201892,50111061.335830696,46960326.73724015
2022-09-30,40321887.08214743,43768068.47257622,43395844.845138796,40832338.84218987,44326099.76379598,35108115.37509419,41553328.044370525,40321887.08214743,52438198.10928072,46255890.531965375,50209211.24581452,47052453.193448946
2022-10-31,41902951.64336839,45484261.568605445,45097780.532819346,42433418.76784342,45795729.79264692,36485606.43488054,43198022.61842243,41902951.64336839,54177195.592414096,47806386.81094226,51892222.792963654,48630902.68962793
2022-11-30,42452822.24428778,46151178.690324746,45689570.69447418,42990250.41210012,46672544.03138327,36964677.221533746,43568171.28960395,42452822.24428778,55298411.8792431,48502703.60772515,52728079.865786076,49414648.10597995
2022-12-31,40147276.18154417,43644780.71028432,43208241.9137298,40655517.471823364,43854639.51961715,34955986.896904565,41212186.39423773,40147276.18154417,51959711.42338319,45585511.48514979,49556752.74597571,46441019.52703742
2023-01-31,40761679.84561657,44350048.188147664,43876513.090567835,41277699.128518954,44821753.97847603,35491281.64698922,41774851.41932939,40761679.84561657,53158821.87346155,46515040.56409751,50609868.06097078,47436081.56136119
2023-02-28,46171243.354672424,50235825.06525738,49625733.957062915,46755744.57925799,50791628.07395909,40204324.72682436,47336482.45546306,46171243.354672424,60149763.22636047,52730059.62900537,57372002.76050002,53697877.71368116
2023-03-31,34742602.06777803,37801088.99145955,37366022.576305225,35182423.29596598,38281353.59903745,30247203.663586143,35430037.433177896,34742602.06777803,45363678.44860734,39531306.15011842,43011333.94515406,40276160.08135197
2023-04-30,35734293.22305587,38902531.849634476,38458061.107588485,36186668.68238876,39374095.79853313,31111207.413559835,36459144.44719441,35734293.22305587,46716460.45081954,40679581.62187201,44286252.09046071,41498281.319896184
2023-05-31,34460784.061115295,37516111.851287544,37081280.24604192,34897037.62942724,37936845.13616585,30001671.768020686,35170554.33145229,34460784.061115295,45003669.004301846,39206663.0485634,42682743.62029513,39988071.67369319
2023-06-30,41897782.78150096,45678819.45137006,45097906.381931365,42428184.457375295,46124014.19788627,36403999.07246503,42833753.88124766,41897782.78150096,54812642.6044557,47749277.28922881,52058347.4106407,48689723.41337484
2023-07-31,45457127.19650191,49630021.261245005,48955882.60953654,46032588.11604155,50042389.86218818,39498506.28319991,46464556.9721397,45457127.19650191,59586501.850349225,51796744.71246884,56551572.64709686,52923437.53233657
2023-08-31,39753274.34825992,43389242.518297724,42812251.96124662,40256527.785354085,43763189.0912686,34539561.93661238,40644316.88378877,39753274.34825992,52092804.39937426,45308584.500171624,49452633.142620295,46275798.72931646
2023-09-30,33708545.45052355,36816426.72069427,36265947.627886474,34135276.11184298,37108728.08675113,29215947.267575894,34548705.86432836,33708545.45052355,44157159.727350704,38513452.291994184,42064315.686551675,39226935.625165
2023-10-31,36270343.805945314,39583631.97581795,39004404.8561039,36729505.35942503,39959720.800855525,31441094.64660938,37166839.05030809,36270343.805945314,47491159.9831648,41463985.04314837,45251693.06348332,42186306.93766861
2023-11-30,39107289.414201066,42705478.961917326,42111561.9466163,39602365.06317892,43085480.613201745,33834537.94416152,39968908.58212893,39107289.414201066,51305608.50154289,44590275.585504875,48692925.15667867,45366811.7726827
2023-12-31,42516580.78641199,46428452.939339206,45782759.48647066,43054816.0948137,46841582.34346499,36712385.0339266,43391371.686652154,42516580.78641199,55778323.716913596,48408457.72505205,52862409.52949861,49155077.703902245
2024-01-31,43979996.912067994,48026515.28142544,47383068.3276228,44536758.22368436,48453864.55769898,37976781.31649692,44940099.175491765,43979996.912067994,57728021.499178246,50136255.35383658,54749177.8790561,50936787.49448063
2024-02-29,51259507.74813572,55975800.471338026,55230596.5631567,51908423.46145952,56473884.044916324,44184038.93878229,52471557.25682975,51259507.74813572,67288868.75889628,58538531.09965674,63924527.85863731,59372229.89232764
2024-03-31,60169722.78097605,65806505.12350662,64839613.90035826,60931436.66953042,66290491.20601677,51771269.276509814,61749924.81219139,60169722.78097605,79116825.34536277,68889701.06137943,75343352.35624805,69861016.31030676
2024-04-30,59326141.40353886,64938150.69435526,63884719.93110733,60077176.039326355,65361096.46572506,51045123.93128397,61020879.35769446,59326141.40353886,78016852.52296318,68076360.4204681,74516074.43418711,69044084.58916153
2024-05-31,61889825.94175143,67732984.53437728,66699356.925676435,62673315.342861615,68185571.95776257,53146915.23846864,63630273.46116474,61889825.94175143,81440459.31656224,70987463.23003061,77689521.30312346,71901880.48905715
2024-06-30,60446742.583329424,66224822.93570869,65136056.493364796,61211963.38204206,66595690.86337433,51797394.33035371,62220970.92306605,60446742.583329424,79617214.90516564,69415211.42923081,76050551.5519223,70226902.8832777
2024-07-31,58121699.288661614,63750785.02292398,62679130.03812935,58857486.38148369,64034132.40740519,50024408.49494812,59717631.64269681,58121699.288661614,76702196.90025865,66622425.92971937,73074771.83355808,67826778.38105762
2024-08-31,59327812.53079856,65073710.31276448,63981644.6416344,60078868.31878177,65460715.2252653,51065180.940439634,60866978.61552532,59327812.53079856,78413245.20350033,68006242.19113402,74592609.95568143,69241166.22749077
2024-09-30,68138531.29716037,74737747.0588854,73500747.99176608,69001125.688302,75239010.51115791,58668072.663315006,69941974.93816788,68138531.29716037,90147499.33763705,78204695.32031056,85778777.74836199,79669342.92268078
2024-10-31,66846262.38086612,73459648.4963821,72070986.72036077,67692497.39936782,73812078.73793732,57552955.84578876,68463436.08497025,66846262.38086612,88561890.51113021,76551486.62409386,84125013.26564716,78091176.76530573
2024-11-30,93602462.69759881,102991835.53435749,100957911.36966261,94787415.76053363,103552349.77045253,80641253.12577307,95907600.59063827,93602462.69759881,124449468.82570574,107441076.75539611,118218579.42898251,109852110.09520346
2024-12-31,56867019.92454847,62636861.64554579,61292137.33734279,57586923.501598895,62911950.68577327,48819835.86251364,58228651.783637315,56867019.92454847,75633024.95192094,65231003.475126,71849451.24353446,66483589.41010729
2025-01-31,61192677.5323531,67451031.07719524,65998690.88900421,61967341.43548757,67697423.15488796,52543228.16430589,62697447.55779105,61192677.5323531,81500758.68004796,70237199.28291653,77420537.88216206,71700182.09667271
2025-02-28,63263328.37994754,69757728.05372134,68223958.6128829,64064205.52665916,69936305.13999778,54325582.9901687,64742186.441767834,63263328.37994754,84215569.09287731,72474071.76938976,79914005.59074965,74006246.3506062
2025-03-31,42556162.871744394,46949845.90731044,45898447.25047544,43094899.267539255,46990061.119403616,36501469.18474348,43488967.92051293,42556162.871744394,56620974.33870447,48625787.91851852,53646009.09266532,49629420.028759845
2025-04-30,42400909.95544288,46795781.274569035,45730998.83940762,42937680.93901916,46742158.59316405,36367832.08012108,43331190.596139066,42400909.95544288,56342989.62485844,48370236.73409251,53383715.2721139,49385921.3344929
2025-05-31,53912438.14422126,59501088.358847864,58173637.39034424,54594938.421466984,59345514.39640607,46276614.05403864,55113514.00035717,53912438.14422126,71569028.4447162,61433038.00044206,67801165.15195386,62799344.584499255
2025-06-30,57130595.65399387,63176403.34964274,61651442.603117496,57853835.94946682,62903140.541603394,49046708.572890766,58481883.214410625,57130595.65399387,76014598.50678083,65203345.9955829,72103314.31434087,66800773.433802985
2025-07-31,57270431.10053042,63343882.319483936,61805244.9093553,57995441.63603895,63057078.11252469,49167074.77658863,58611711.863089316,57270431.10053042,76219656.70432985,65348068.18830919,72278008.90069552,66966189.43169525
2025-08-31,60294429.814569235,66712634.52336453,65088561.896383874,61057722.41974587,66461457.62295997,51770043.16663486,61744887.41818195,60294429.814569235,80388199.16688725,68918947.00307141,76255074.47156456,70682070.4362925
2025-09-30,62626382.05309875,69397453.29054496,67610806.61322789,63419195.82639145,69031926.32919317,53777318.47756365,64316945.333633184,62626382.05309875,83629413.58249924,71789849.04052763,79551509.95539793,73750354.90577507
2025-10-31,60708802.02350427,67451839.30821326,65532032.45410544,61477340.34162477,67068654.52253039,52126722.472669184,62480517.28358505,60708802.02350427,81456874.76668221,69896831.64415942,77660247.89130282,71983478.17792761
2025-11-30,58066052.652107924,64554301.572516404,62677263.67565317,58801135.29352512,64201949.07258917,49851922.21280208,59819133.683859505,58066052.652107924,78019447.01337525,66974730.327422656,74458283.49704283,69006206.107079
2025-12-31,61736268.12493201,68641855.24296114,66654347.42114948,62517813.57835655,68259583.98691751,53011134.819882326,63635830.963355705,61736268.12493201,82978279.67751011,71247549.24405773,79216875.6813664,73444363.85119887
